student_id,academic_year,cohort,start_cohort,sub_cohort,status
a2b8594d-fd49-436d-a030-0f6154787662,2019-2020,7,7,B,active
a2b8594d-fd49-436d-a030-0f6154787662,2020-2021,8,7,B,active
a2b8594d-fd49-436d-a030-0f6154787662,2021-2022,9,7,B,active
a2b8594d-fd49-436d-a030-0f6154787662,2022-2023,10,7,B,active
a2b8594d-fd49-436d-a030-0f6154787662,2023-2024,11,7,B,active
a2b8594d-fd49-436d-a030-0f6154787662,2024-2025,12,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2019-2020,7,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2020-2021,8,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2021-2022,9,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2022-2023,10,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2023-2024,11,7,B,active
35e0c7e6-0068-452f-9972-3a2a509028dc,2024-2025,12,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2019-2020,7,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2020-2021,8,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2021-2022,9,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2022-2023,10,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2023-2024,11,7,B,active
f01d2976-14b0-47d4-ac0a-947335be7d1b,2024-2025,12,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2019-2020,7,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2020-2021,8,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2021-2022,9,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2022-2023,10,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2023-2024,11,7,B,active
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2024-2025,12,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2019-2020,7,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2020-2021,8,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2021-2022,9,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2022-2023,10,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2023-2024,11,7,B,active
933d7bcf-2e25-4047-ba08-efb85aa23d02,2024-2025,12,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2019-2020,7,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2020-2021,8,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2021-2022,9,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2022-2023,10,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2023-2024,11,7,B,active
3a6c9135-b811-45d7-8f13-96aff186fdd7,2024-2025,12,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2019-2020,7,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2020-2021,8,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2021-2022,9,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2022-2023,10,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2023-2024,11,7,B,active
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2024-2025,12,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2019-2020,7,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2020-2021,8,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2021-2022,9,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2022-2023,10,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2023-2024,11,7,B,active
92f89a73-9ace-454d-976c-45ffb4595629,2024-2025,12,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2019-2020,7,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2020-2021,8,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2021-2022,9,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2022-2023,10,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2023-2024,11,7,B,active
4dd27636-923a-4883-ad52-e8a5002f4fb9,2024-2025,12,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2019-2020,7,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2020-2021,8,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2021-2022,9,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2022-2023,10,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2023-2024,11,7,B,active
a854d0aa-a34b-4095-bbdf-08d6bf1cc227,2024-2025,12,7,B,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2019-2020,7,7,C,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2020-2021,8,7,C,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2021-2022,9,7,C,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2022-2023,10,7,C,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2023-2024,11,7,C,active
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2024-2025,12,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2019-2020,7,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2020-2021,8,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2021-2022,9,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2022-2023,10,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2023-2024,11,7,C,active
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2024-2025,12,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2019-2020,7,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2020-2021,8,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2021-2022,9,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2022-2023,10,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2023-2024,11,7,C,active
701acbed-cf4a-4ec0-b05d-bcdbf246dd5e,2024-2025,12,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2019-2020,7,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2020-2021,8,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2021-2022,9,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2022-2023,10,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2023-2024,11,7,C,active
ae938fd8-f635-4a4a-86f8-43bf5c31b700,2024-2025,12,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2019-2020,7,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2020-2021,8,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2021-2022,9,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2022-2023,10,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2023-2024,11,7,C,active
f3c87fd8-b238-4540-bedb-fec1a5623589,2024-2025,12,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2019-2020,7,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2020-2021,8,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2021-2022,9,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2022-2023,10,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2023-2024,11,7,C,active
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2024-2025,12,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2019-2020,7,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2020-2021,8,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2021-2022,9,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2022-2023,10,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2023-2024,11,7,C,active
a8d4b824-f8fd-45c8-95ae-f466575f1388,2024-2025,12,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2019-2020,7,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2020-2021,8,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2021-2022,9,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2022-2023,10,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2023-2024,11,7,C,active
ece2acfb-d561-4e8f-99f2-c550a67196ac,2024-2025,12,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2019-2020,7,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2020-2021,8,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2021-2022,9,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2022-2023,10,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2023-2024,11,7,C,active
602cfa65-598a-4d30-b839-0816c7ab5a5f,2024-2025,12,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2019-2020,7,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2020-2021,8,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2021-2022,9,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2022-2023,10,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2023-2024,11,7,C,active
02ec1f8c-cb16-4af4-83dc-0c4f8f5f2569,2024-2025,12,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2019-2020,7,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2020-2021,8,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2021-2022,9,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2022-2023,10,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2023-2024,11,7,C,active
c42c9d21-7181-4691-8814-a5b23c90c8db,2024-2025,12,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2019-2020,7,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2020-2021,8,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2021-2022,9,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2022-2023,10,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2023-2024,11,7,C,active
aac29761-14a6-4a6d-ac61-a7ecd901d2a7,2024-2025,12,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2019-2020,7,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2020-2021,8,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2021-2022,9,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2022-2023,10,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2023-2024,11,7,C,active
bde6b5ba-c610-4d66-beec-5af8451c169d,2024-2025,12,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2019-2020,7,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2020-2021,8,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2021-2022,9,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2022-2023,10,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2023-2024,11,7,C,active
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2024-2025,12,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2019-2020,7,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2020-2021,8,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2021-2022,9,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2022-2023,10,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2023-2024,11,7,C,active
1f951402-9337-422f-8372-51d3d26e771c,2024-2025,12,7,C,active
c5596d5d-481c-4136-b1a9-f223276a2c89,2020-2021,7,7,A,active
c5596d5d-481c-4136-b1a9-f223276a2c89,2021-2022,8,7,A,active
c5596d5d-481c-4136-b1a9-f223276a2c89,2022-2023,9,7,A,active
c5596d5d-481c-4136-b1a9-f223276a2c89,2023-2024,10,7,A,active
c5596d5d-481c-4136-b1a9-f223276a2c89,2024-2025,11,7,A,active
e9eb56c0-a870-45e0-b00d-075bc00ca12d,2020-2021,7,7,A,active
e9eb56c0-a870-45e0-b00d-075bc00ca12d,2021-2022,8,7,A,active
e9eb56c0-a870-45e0-b00d-075bc00ca12d,2022-2023,9,7,A,active
e9eb56c0-a870-45e0-b00d-075bc00ca12d,2023-2024,10,7,A,active
e9eb56c0-a870-45e0-b00d-075bc00ca12d,2024-2025,11,7,A,active
8168e244-75f9-4888-b4c7-cc8d33ece73b,2020-2021,7,7,A,active
8168e244-75f9-4888-b4c7-cc8d33ece73b,2021-2022,8,7,A,active
8168e244-75f9-4888-b4c7-cc8d33ece73b,2022-2023,9,7,A,active
8168e244-75f9-4888-b4c7-cc8d33ece73b,2023-2024,10,7,A,active
8168e244-75f9-4888-b4c7-cc8d33ece73b,2024-2025,11,7,A,active
e49d3ecd-7aa8-4085-a9f6-147b9b5ad942,2020-2021,7,7,A,active
e49d3ecd-7aa8-4085-a9f6-147b9b5ad942,2021-2022,8,7,A,active
e49d3ecd-7aa8-4085-a9f6-147b9b5ad942,2022-2023,9,7,A,active
e49d3ecd-7aa8-4085-a9f6-147b9b5ad942,2023-2024,10,7,A,active
e49d3ecd-7aa8-4085-a9f6-147b9b5ad942,2024-2025,11,7,A,active
cb2d6585-32e9-40a1-9afd-1cfb826e762b,2020-2021,7,7,A,active
cb2d6585-32e9-40a1-9afd-1cfb826e762b,2021-2022,8,7,A,active
cb2d6585-32e9-40a1-9afd-1cfb826e762b,2022-2023,9,7,A,active
cb2d6585-32e9-40a1-9afd-1cfb826e762b,2023-2024,10,7,A,active
cb2d6585-32e9-40a1-9afd-1cfb826e762b,2024-2025,11,7,A,active
11d84b53-d126-4c19-af8c-f275845294ac,2020-2021,7,7,A,active
11d84b53-d126-4c19-af8c-f275845294ac,2021-2022,8,7,A,active
11d84b53-d126-4c19-af8c-f275845294ac,2022-2023,9,7,A,active
11d84b53-d126-4c19-af8c-f275845294ac,2023-2024,10,7,A,active
11d84b53-d126-4c19-af8c-f275845294ac,2024-2025,11,7,A,active
c2e4fd4c-84d9-49b5-bca0-721e1b82df43,2020-2021,7,7,A,active
c2e4fd4c-84d9-49b5-bca0-721e1b82df43,2021-2022,8,7,A,active
c2e4fd4c-84d9-49b5-bca0-721e1b82df43,2022-2023,9,7,A,active
c2e4fd4c-84d9-49b5-bca0-721e1b82df43,2023-2024,10,7,A,active
c2e4fd4c-84d9-49b5-bca0-721e1b82df43,2024-2025,11,7,A,active
5a07c963-910b-44e6-ba98-56d40d5e1128,2020-2021,7,7,A,active
5a07c963-910b-44e6-ba98-56d40d5e1128,2021-2022,8,7,A,active
5a07c963-910b-44e6-ba98-56d40d5e1128,2022-2023,9,7,A,active
5a07c963-910b-44e6-ba98-56d40d5e1128,2023-2024,10,7,A,active
5a07c963-910b-44e6-ba98-56d40d5e1128,2024-2025,11,7,A,active
0a9cf851-a297-46c0-ada7-f0ad726269ab,2020-2021,7,7,A,active
0a9cf851-a297-46c0-ada7-f0ad726269ab,2021-2022,8,7,A,active
0a9cf851-a297-46c0-ada7-f0ad726269ab,2022-2023,9,7,A,active
0a9cf851-a297-46c0-ada7-f0ad726269ab,2023-2024,10,7,A,active
0a9cf851-a297-46c0-ada7-f0ad726269ab,2024-2025,11,7,A,active
28737aba-6f4e-41ae-9c82-bc3f4afecb8c,2020-2021,7,7,A,active
28737aba-6f4e-41ae-9c82-bc3f4afecb8c,2021-2022,8,7,A,active
28737aba-6f4e-41ae-9c82-bc3f4afecb8c,2022-2023,9,7,A,active
28737aba-6f4e-41ae-9c82-bc3f4afecb8c,2023-2024,10,7,A,active
28737aba-6f4e-41ae-9c82-bc3f4afecb8c,2024-2025,11,7,A,active
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2020-2021,7,7,A,active
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2021-2022,8,7,A,active
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2022-2023,9,7,A,active
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2023-2024,10,7,A,active
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2024-2025,11,7,A,active
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2020-2021,7,7,A,active
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2021-2022,8,7,A,active
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2022-2023,9,7,A,active
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2023-2024,10,7,A,active
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2024-2025,11,7,A,active
0aee584f-05e4-4aaa-b10a-1499d7172b26,2020-2021,7,7,A,active
0aee584f-05e4-4aaa-b10a-1499d7172b26,2021-2022,8,7,A,active
0aee584f-05e4-4aaa-b10a-1499d7172b26,2022-2023,9,7,A,active
0aee584f-05e4-4aaa-b10a-1499d7172b26,2023-2024,10,7,A,active
