student_id,academic_year,flag_name,flag_type
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2023-2024,ASC Diagnosis,static
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2024-2025,ASC Diagnosis,static
1bf56a6d-44c6-4751-81fe-c059db5837c8,2023-2024,Adopted,static
1bf56a6d-44c6-4751-81fe-c059db5837c8,2024-2025,Adopted,static
1bf56a6d-44c6-4751-81fe-c059db5837c8,2023-2024,Autism Spectrum (ASC),static
1bf56a6d-44c6-4751-81fe-c059db5837c8,2024-2025,Autism Spectrum (ASC),static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2019-2020,SEND,static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2020-2021,SEND,static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2021-2022,SEND,static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2022-2023,SEND,static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2023-2024,SEND,static
218e2ec0-6996-4855-aaf6-7159b0a61c4f,2024-2025,SEND,static
23919cad-7526-4273-a672-d1533dd229f6,2021-2022,ASC Diagnosis,static
23919cad-7526-4273-a672-d1533dd229f6,2022-2023,ASC Diagnosis,static
23919cad-7526-4273-a672-d1533dd229f6,2023-2024,ASC Diagnosis,static
23919cad-7526-4273-a672-d1533dd229f6,2024-2025,ASC Diagnosis,static
23919cad-7526-4273-a672-d1533dd229f6,2021-2022,Gifted & Talented,static
23919cad-7526-4273-a672-d1533dd229f6,2022-2023,Gifted & Talented,static
23919cad-7526-4273-a672-d1533dd229f6,2023-2024,Gifted & Talented,static
23919cad-7526-4273-a672-d1533dd229f6,2024-2025,Gifted & Talented,static
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2020-2021,Visual Impairment,static
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2021-2022,Visual Impairment,static
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2022-2023,Visual Impairment,static
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2023-2024,Visual Impairment,static
240a2549-b0fd-4dc5-9a91-0e51fea45fd5,2024-2025,Visual Impairment,static
25c64cad-fc91-4a5c-ab61-cb73a8bc283a,2022-2023,Adopted,static
25c64cad-fc91-4a5c-ab61-cb73a8bc283a,2023-2024,Adopted,static
25c64cad-fc91-4a5c-ab61-cb73a8bc283a,2024-2025,Adopted,static
27a987e3-af22-4ec6-a8f6-224e27820252,2021-2022,Young Carer,static
27a987e3-af22-4ec6-a8f6-224e27820252,2022-2023,Young Carer,static
27a987e3-af22-4ec6-a8f6-224e27820252,2023-2024,Young Carer,static
27a987e3-af22-4ec6-a8f6-224e27820252,2024-2025,Young Carer,static
2d54a659-9b9b-464f-ab6c-5a300ee1a07d,2024-2025,ASC Diagnosis,static
2dc52a53-ff6f-4b33-bb9e-da403bac8c3c,2024-2025,Pupil Premium,static
2dc52a53-ff6f-4b33-bb9e-da403bac8c3c,2024-2025,Visual Impairment,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2022-2023,Dyslexia,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2023-2024,Dyslexia,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2024-2025,Dyslexia,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2022-2023,Free School Meals,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2023-2024,Free School Meals,static
2eb2be9c-19fd-4413-b3e5-04107ace4b6c,2024-2025,Free School Meals,static
2fad8742-c959-4aae-a000-e36de8c3122e,2023-2024,ASC Diagnosis,static
2fad8742-c959-4aae-a000-e36de8c3122e,2024-2025,ASC Diagnosis,static
2fad8742-c959-4aae-a000-e36de8c3122e,2023-2024,Gifted & Talented,static
2fad8742-c959-4aae-a000-e36de8c3122e,2024-2025,Gifted & Talented,static
2fc51dd6-5c62-49bc-b88c-b9eb1f13e9c7,2023-2024,Speech/Language Need,static
2fc51dd6-5c62-49bc-b88c-b9eb1f13e9c7,2024-2025,Speech/Language Need,static
34925bb9-e8fe-433e-b34b-5d8be686f146,2020-2021,Autism Spectrum (ASC),static
34925bb9-e8fe-433e-b34b-5d8be686f146,2021-2022,Autism Spectrum (ASC),static
34925bb9-e8fe-433e-b34b-5d8be686f146,2022-2023,Autism Spectrum (ASC),static
34925bb9-e8fe-433e-b34b-5d8be686f146,2023-2024,Autism Spectrum (ASC),static
34925bb9-e8fe-433e-b34b-5d8be686f146,2024-2025,Autism Spectrum (ASC),static
379425ea-046b-446c-89e5-742aad9cd13b,2024-2025,Young Carer,static
390425aa-bde0-4b8b-b794-9ea5bcfeb62d,2023-2024,SEND,static
390425aa-bde0-4b8b-b794-9ea5bcfeb62d,2024-2025,SEND,static
390425aa-bde0-4b8b-b794-9ea5bcfeb62d,2023-2024,Refugee/Asylum Seeker,static
390425aa-bde0-4b8b-b794-9ea5bcfeb62d,2024-2025,Refugee/Asylum Seeker,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2019-2020,ADHD Diagnosis,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2020-2021,ADHD Diagnosis,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2021-2022,ADHD Diagnosis,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2022-2023,ADHD Diagnosis,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2023-2024,ADHD Diagnosis,static
3a6c9135-b811-45d7-8f13-96aff186fdd7,2024-2025,ADHD Diagnosis,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2022-2023,Refugee/Asylum Seeker,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2023-2024,Refugee/Asylum Seeker,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2024-2025,Refugee/Asylum Seeker,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2022-2023,Chronic Illness,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2023-2024,Chronic Illness,static
3b6bf0c7-3edd-4763-bafa-f310041adb90,2024-2025,Chronic Illness,static
3cb7557e-feb5-4cb2-bbfe-0f8ca19c8d5b,2022-2023,Gifted & Talented,static
3cb7557e-feb5-4cb2-bbfe-0f8ca19c8d5b,2023-2024,Gifted & Talented,static
3cb7557e-feb5-4cb2-bbfe-0f8ca19c8d5b,2024-2025,Gifted & Talented,static
3d90b1ac-c884-478f-968a-102a4581ee7f,2020-2021,Autism Spectrum (ASC),static
3d90b1ac-c884-478f-968a-102a4581ee7f,2021-2022,Autism Spectrum (ASC),static
3d90b1ac-c884-478f-968a-102a4581ee7f,2022-2023,Autism Spectrum (ASC),static
3d90b1ac-c884-478f-968a-102a4581ee7f,2023-2024,Autism Spectrum (ASC),static
3d90b1ac-c884-478f-968a-102a4581ee7f,2024-2025,Autism Spectrum (ASC),static
3d90b1ac-c884-478f-968a-102a4581ee7f,2020-2021,Transport Assistance,static
3d90b1ac-c884-478f-968a-102a4581ee7f,2021-2022,Transport Assistance,static
3d90b1ac-c884-478f-968a-102a4581ee7f,2022-2023,Transport Assistance,static
3d90b1ac-c884-478f-968a-102a4581ee7f,2023-2024,Transport Assistance,static
3d90b1ac-c884-478f-968a-102a4581ee7f,2024-2025,Transport Assistance,static
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2020-2021,EAL,static
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2021-2022,EAL,static
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2022-2023,EAL,static
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2023-2024,EAL,static
3fc3be86-8a0b-448a-9ebc-6ddec14243b6,2024-2025,EAL,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2019-2020,SEND,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2020-2021,SEND,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2021-2022,SEND,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2022-2023,SEND,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2023-2024,SEND,static
40cca0ac-78f1-47e8-9dc0-84b6a86a5e46,2024-2025,SEND,static
4263066a-410a-431a-9280-94dade4f93b9,2021-2022,EAL,static
4263066a-410a-431a-9280-94dade4f93b9,2022-2023,EAL,static
4263066a-410a-431a-9280-94dade4f93b9,2023-2024,EAL,static
4263066a-410a-431a-9280-94dade4f93b9,2024-2025,EAL,static
45d52aac-737c-4408-977b-5eb95f0d0651,2023-2024,Pupil Premium,static
45d52aac-737c-4408-977b-5eb95f0d0651,2024-2025,Pupil Premium,static
474c18dd-b149-4650-9c6a-8e35441986a7,2024-2025,Visual Impairment,static
48b9005e-04b0-4706-88e9-f13256b3438a,2022-2023,ADHD Diagnosis,static
48b9005e-04b0-4706-88e9-f13256b3438a,2023-2024,ADHD Diagnosis,static
48b9005e-04b0-4706-88e9-f13256b3438a,2024-2025,ADHD Diagnosis,static
4c0bdb49-934f-4369-a92d-8d023fc8b64c,2020-2021,ASC Diagnosis,static
4c0bdb49-934f-4369-a92d-8d023fc8b64c,2021-2022,ASC Diagnosis,static
4c0bdb49-934f-4369-a92d-8d023fc8b64c,2022-2023,ASC Diagnosis,static
4c0bdb49-934f-4369-a92d-8d023fc8b64c,2023-2024,ASC Diagnosis,static
4c0bdb49-934f-4369-a92d-8d023fc8b64c,2024-2025,ASC Diagnosis,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2019-2020,Pupil Premium,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2020-2021,Pupil Premium,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2021-2022,Pupil Premium,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2022-2023,Pupil Premium,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2023-2024,Pupil Premium,static
4da7c990-41a9-49f4-96a6-9d6e3ead39b6,2024-2025,Pupil Premium,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2019-2020,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2020-2021,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2021-2022,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2022-2023,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2023-2024,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2024-2025,Looked After Child (LAC),static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2019-2020,Dyslexia,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2020-2021,Dyslexia,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2021-2022,Dyslexia,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2022-2023,Dyslexia,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2023-2024,Dyslexia,static
4dd27636-923a-4883-ad52-e8a5002f4fb9,2024-2025,Dyslexia,static
4e4a7c1c-d98c-4566-a7b1-109714c9755e,2020-2021,Dyslexia,static
4e4a7c1c-d98c-4566-a7b1-109714c9755e,2021-2022,Dyslexia,static
4e4a7c1c-d98c-4566-a7b1-109714c9755e,2022-2023,Dyslexia,static
4e4a7c1c-d98c-4566-a7b1-109714c9755e,2023-2024,Dyslexia,static
4e4a7c1c-d98c-4566-a7b1-109714c9755e,2024-2025,Dyslexia,static
4e6fe278-1258-49bf-aea7-95e579005cd5,2021-2022,Transport Assistance,static
4e6fe278-1258-49bf-aea7-95e579005cd5,2022-2023,Transport Assistance,static
4e6fe278-1258-49bf-aea7-95e579005cd5,2023-2024,Transport Assistance,static
4e6fe278-1258-49bf-aea7-95e579005cd5,2024-2025,Transport Assistance,static
52157191-7429-4a41-a49b-1101471da785,2021-2022,Dyslexia,static
52157191-7429-4a41-a49b-1101471da785,2022-2023,Dyslexia,static
52157191-7429-4a41-a49b-1101471da785,2023-2024,Dyslexia,static
52157191-7429-4a41-a49b-1101471da785,2024-2025,Dyslexia,static
521bce69-290f-4367-906c-4f6f56af0f02,2020-2021,EAL,static
521bce69-290f-4367-906c-4f6f56af0f02,2021-2022,EAL,static
521bce69-290f-4367-906c-4f6f56af0f02,2022-2023,EAL,static
521bce69-290f-4367-906c-4f6f56af0f02,2023-2024,EAL,static
521bce69-290f-4367-906c-4f6f56af0f02,2024-2025,EAL,static
52d6c531-d4fd-4242-bcde-843e5fca3d30,2023-2024,EHCP,static
52d6c531-d4fd-4242-bcde-843e5fca3d30,2024-2025,EHCP,static
52d6c531-d4fd-4242-bcde-843e5fca3d30,2023-2024,Refugee/Asylum Seeker,static
52d6c531-d4fd-4242-bcde-843e5fca3d30,2024-2025,Refugee/Asylum Seeker,static
5426a1ee-dafa-4e48-9929-e30bf8232333,2021-2022,Transport Assistance,static
5426a1ee-dafa-4e48-9929-e30bf8232333,2022-2023,Transport Assistance,static
5426a1ee-dafa-4e48-9929-e30bf8232333,2023-2024,Transport Assistance,static
5426a1ee-dafa-4e48-9929-e30bf8232333,2024-2025,Transport Assistance,static
54b967e4-0c0a-448a-a751-6cd1de807916,2021-2022,EAL,static
54b967e4-0c0a-448a-a751-6cd1de807916,2022-2023,EAL,static
54b967e4-0c0a-448a-a751-6cd1de807916,2023-2024,EAL,static
54b967e4-0c0a-448a-a751-6cd1de807916,2024-2025,EAL,static
54b967e4-0c0a-448a-a751-6cd1de807916,2021-2022,Looked After Child (LAC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2022-2023,Looked After Child (LAC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2023-2024,Looked After Child (LAC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2024-2025,Looked After Child (LAC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2021-2022,Autism Spectrum (ASC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2022-2023,Autism Spectrum (ASC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2023-2024,Autism Spectrum (ASC),static
54b967e4-0c0a-448a-a751-6cd1de807916,2024-2025,Autism Spectrum (ASC),static
56d5dd14-c8ad-41d3-8e61-2a2190c0eff2,2020-2021,EAL,static
56d5dd14-c8ad-41d3-8e61-2a2190c0eff2,2021-2022,EAL,static
56d5dd14-c8ad-41d3-8e61-2a2190c0eff2,2022-2023,EAL,static
56d5dd14-c8ad-41d3-8e61-2a2190c0eff2,2023-2024,EAL,static
56d5dd14-c8ad-41d3-8e61-2a2190c0eff2,2024-2025,EAL,static
59d908df-a651-43bb-bcae-898eef004728,2021-2022,Transport Assistance,static
59d908df-a651-43bb-bcae-898eef004728,2022-2023,Transport Assistance,static
59d908df-a651-43bb-bcae-898eef004728,2023-2024,Transport Assistance,static
59d908df-a651-43bb-bcae-898eef004728,2024-2025,Transport Assistance,static
5bd66aaf-ad45-4f65-a309-d4cb01496d93,2020-2021,Pupil Premium,static
5bd66aaf-ad45-4f65-a309-d4cb01496d93,2021-2022,Pupil Premium,static
5bd66aaf-ad45-4f65-a309-d4cb01496d93,2022-2023,Pupil Premium,static
5bd66aaf-ad45-4f65-a309-d4cb01496d93,2023-2024,Pupil Premium,static
5bd66aaf-ad45-4f65-a309-d4cb01496d93,2024-2025,Pupil Premium,static
5c6d321e-09ed-4746-b0f4-034c77e8b78d,2021-2022,Autism Spectrum (ASC),static
5c6d321e-09ed-4746-b0f4-034c77e8b78d,2022-2023,Autism Spectrum (ASC),static
5c6d321e-09ed-4746-b0f4-034c77e8b78d,2023-2024,Autism Spectrum (ASC),static
5c6d321e-09ed-4746-b0f4-034c77e8b78d,2024-2025,Autism Spectrum (ASC),static
5efdd789-461c-481c-8057-499baf9356e0,2024-2025,Pupil Premium,static
5efdd789-461c-481c-8057-499baf9356e0,2024-2025,Looked After Child (LAC),static
5efdd789-461c-481c-8057-499baf9356e0,2024-2025,Dyslexia,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2019-2020,ASC Diagnosis,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2020-2021,ASC Diagnosis,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2021-2022,ASC Diagnosis,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2022-2023,ASC Diagnosis,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2023-2024,ASC Diagnosis,static
602cfa65-598a-4d30-b839-0816c7ab5a5f,2024-2025,ASC Diagnosis,static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2022-2023,Young Carer,static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2023-2024,Young Carer,static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2024-2025,Young Carer,static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2022-2023,Autism Spectrum (ASC),static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2023-2024,Autism Spectrum (ASC),static
6111d10e-cacd-4c97-8acf-4ea5ae9ecda0,2024-2025,Autism Spectrum (ASC),static
64a41e36-d282-424f-9e8e-265531f7eee6,2022-2023,ADHD Diagnosis,static
64a41e36-d282-424f-9e8e-265531f7eee6,2023-2024,ADHD Diagnosis,static
64a41e36-d282-424f-9e8e-265531f7eee6,2024-2025,ADHD Diagnosis,static
659da457-c320-4715-9e05-b48ffe976959,2022-2023,Transport Assistance,static
659da457-c320-4715-9e05-b48ffe976959,2023-2024,Transport Assistance,static
659da457-c320-4715-9e05-b48ffe976959,2024-2025,Transport Assistance,static
67ee3988-3720-4bdb-83f0-8dc248349f24,2021-2022,Refugee/Asylum Seeker,static
67ee3988-3720-4bdb-83f0-8dc248349f24,2022-2023,Refugee/Asylum Seeker,static
67ee3988-3720-4bdb-83f0-8dc248349f24,2023-2024,Refugee/Asylum Seeker,static
67ee3988-3720-4bdb-83f0-8dc248349f24,2024-2025,Refugee/Asylum Seeker,static
6952158d-cde6-4bea-9ba2-71e99a932531,2022-2023,Refugee/Asylum Seeker,static
6952158d-cde6-4bea-9ba2-71e99a932531,2023-2024,Refugee/Asylum Seeker,static
6952158d-cde6-4bea-9ba2-71e99a932531,2024-2025,Refugee/Asylum Seeker,static
696b60ac-df8d-4081-98cb-9761056e89f6,2019-2020,Chronic Illness,static
696b60ac-df8d-4081-98cb-9761056e89f6,2020-2021,Chronic Illness,static
696b60ac-df8d-4081-98cb-9761056e89f6,2021-2022,Chronic Illness,static
696b60ac-df8d-4081-98cb-9761056e89f6,2022-2023,Chronic Illness,static
696b60ac-df8d-4081-98cb-9761056e89f6,2023-2024,Chronic Illness,static
696b60ac-df8d-4081-98cb-9761056e89f6,2024-2025,Chronic Illness,static
6a260288-b13a-45d1-bead-8610f365e54e,2023-2024,EAL,static
6a260288-b13a-45d1-bead-8610f365e54e,2024-2025,EAL,static
6a260288-b13a-45d1-bead-8610f365e54e,2023-2024,Transport Assistance,static
6a260288-b13a-45d1-bead-8610f365e54e,2024-2025,Transport Assistance,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2022-2023,Speech/Language Need,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2023-2024,Speech/Language Need,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2024-2025,Speech/Language Need,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2022-2023,Free School Meals,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2023-2024,Free School Meals,static
6bc426fd-4cff-4f1f-999b-11375e9698a4,2024-2025,Free School Meals,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2019-2020,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2020-2021,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2021-2022,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2022-2023,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2023-2024,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2024-2025,ASC Diagnosis,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2019-2020,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2020-2021,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2021-2022,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2022-2023,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2023-2024,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2024-2025,Hearing Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2019-2020,Visual Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2020-2021,Visual Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2021-2022,Visual Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2022-2023,Visual Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2023-2024,Visual Impairment,static
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2024-2025,Visual Impairment,static
6ce6b271-1775-4587-ae4f-a2cd1a20704d,2024-2025,Looked After Child (LAC),static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2020-2021,SEND,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2021-2022,SEND,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2022-2023,SEND,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2023-2024,SEND,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2024-2025,SEND,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2020-2021,Dyspraxia,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2021-2022,Dyspraxia,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2022-2023,Dyspraxia,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2023-2024,Dyspraxia,static
6d1290ec-b42b-4e0c-b3cd-ef155f7bdf63,2024-2025,Dyspraxia,static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2021-2022,Visual Impairment,static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2022-2023,Visual Impairment,static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2023-2024,Visual Impairment,static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2024-2025,Visual Impairment,static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2021-2022,Autism Spectrum (ASC),static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2022-2023,Autism Spectrum (ASC),static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2023-2024,Autism Spectrum (ASC),static
6e067cce-f1bf-4385-9ad6-076662ee6f5b,2024-2025,Autism Spectrum (ASC),static
6e300365-1af4-495a-945e-adf430a52523,2022-2023,Chronic Illness,static
6e300365-1af4-495a-945e-adf430a52523,2023-2024,Chronic Illness,static
6e300365-1af4-495a-945e-adf430a52523,2024-2025,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2019-2020,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2020-2021,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2021-2022,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2022-2023,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2023-2024,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2024-2025,Chronic Illness,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2019-2020,Dyspraxia,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2020-2021,Dyspraxia,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2021-2022,Dyspraxia,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2022-2023,Dyspraxia,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2023-2024,Dyspraxia,static
70bb1218-b8ad-4842-8f23-dfcb944be9dd,2024-2025,Dyspraxia,static
710b7b97-7881-437f-bac1-0edecc543b6f,2022-2023,ADHD Diagnosis,static
710b7b97-7881-437f-bac1-0edecc543b6f,2023-2024,ADHD Diagnosis,static
710b7b97-7881-437f-bac1-0edecc543b6f,2024-2025,ADHD Diagnosis,static
710b7b97-7881-437f-bac1-0edecc543b6f,2022-2023,SEND,static
710b7b97-7881-437f-bac1-0edecc543b6f,2023-2024,SEND,static
710b7b97-7881-437f-bac1-0edecc543b6f,2024-2025,SEND,static
