student_id,academic_year,cohort,start_cohort,sub_cohort,status,who5_mean,who5_sd,engagement_mean,engagement_sd,dynamic_flag_count,static_flag_count,total_flag_count
acd1a447-c14e-4f08-837f-fe349cab58aa,2022-2023,10,7,A,active,78.46153846153847,10.52777317846305,46.13203318443668,23.04264568500402,0.0,1.0,1.0
acd1a447-c14e-4f08-837f-fe349cab58aa,2023-2024,11,7,A,active,82.56410256410257,10.401909925319815,64.26530158165136,22.57563909765472,5.0,1.0,6.0
acd1a447-c14e-4f08-837f-fe349cab58aa,2024-2025,12,7,A,active,38.256410256410255,13.511628420146202,45.62339301521618,20.828534653716122,1.0,1.0,2.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2019-2020,7,7,A,active,51.8974358974359,12.830463075276974,57.181789289802126,22.30168775576837,4.0,0.0,4.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2020-2021,8,7,A,active,28.0,11.679942321414902,56.58667570442732,28.72199397875903,1.0,0.0,1.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2021-2022,9,7,A,active,86.25641025641026,9.483275996022375,67.43785891941373,20.503457684043212,1.0,0.0,1.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2022-2023,10,7,A,active,52.82051282051282,16.471461435930863,58.99000284860765,23.811388319101482,2.0,0.0,2.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2023-2024,11,7,A,active,72.0,11.126071799346368,53.306095287154854,23.090006176707373,2.0,0.0,2.0
fe4ab165-3b16-4bd6-a51d-caaeb37ede92,2024-2025,12,7,A,active,61.64102564102564,11.340396306746168,57.065643506799624,21.684597568928854,2.0,0.0,2.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2019-2020,7,7,A,active,31.384615384615383,15.065847373613614,59.67790734744963,21.356481218388485,3.0,1.0,4.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2020-2021,8,7,A,active,74.76923076923077,10.902586700463957,41.036420074752336,23.625559935928038,0.0,1.0,1.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2021-2022,9,7,A,active,58.97435897435897,13.57142349801535,44.86110335189654,21.345798706080075,3.0,1.0,4.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2022-2023,10,7,A,active,82.05128205128206,9.575046290801165,50.162822973567586,28.66858731465061,2.0,1.0,3.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2023-2024,11,7,A,active,42.87179487179487,10.778095445416103,49.869798456216344,23.36010801470362,2.0,1.0,3.0
8c0e1e01-8cb0-418d-b2bc-1ae4b13d70d8,2024-2025,12,7,A,active,87.6923076923077,8.379655331920363,50.02013627258104,20.5871718169972,2.0,1.0,3.0
0565ea1d-08d5-41b8-826c-73b31153a0f1,2019-2020,7,7,A,active,88.2051282051282,6.864015577746891,51.808153075818005,22.07492224585704,,,
0565ea1d-08d5-41b8-826c-73b31153a0f1,2020-2021,8,7,A,active,51.282051282051285,14.212575450799527,60.51191064649034,25.01568249332102,2.0,0.0,2.0
0565ea1d-08d5-41b8-826c-73b31153a0f1,2021-2022,9,7,A,active,61.64102564102564,9.699395476244298,51.886388794757956,21.084265131327694,2.0,0.0,2.0
0565ea1d-08d5-41b8-826c-73b31153a0f1,2022-2023,10,7,A,active,46.97435897435897,12.672986561740768,51.40366113009312,21.843794338891115,1.0,0.0,1.0
0565ea1d-08d5-41b8-826c-73b31153a0f1,2023-2024,11,7,A,active,50.35897435897436,15.265177399088456,59.26924442437312,24.760662438723585,1.0,0.0,1.0
0565ea1d-08d5-41b8-826c-73b31153a0f1,2024-2025,12,7,A,active,19.58974358974359,9.483275996022373,47.414648101296486,21.996984372424485,2.0,0.0,2.0
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2019-2020,7,7,A,active,42.46153846153846,14.055989833605784,41.4282678199417,25.1302617724728,3.0,0.0,3.0
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2020-2021,8,7,A,active,36.717948717948715,11.747225244485156,58.160064274218826,21.65465943973614,2.0,0.0,2.0
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2021-2022,9,7,A,active,83.6923076923077,10.988400214374023,36.95592067255293,24.716312720088556,,,
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2022-2023,10,7,A,active,27.28205128205128,11.420085532790388,62.50252922655007,25.387896364282195,,,
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2023-2024,11,7,A,active,71.48717948717949,13.554707465192175,52.526387509154446,25.811346131176542,3.0,0.0,3.0
247f6ec8-a1a3-4e95-bbd7-8e7443f67dcf,2024-2025,12,7,A,active,60.61538461538461,14.726659292830997,53.81589658003058,20.070634238280515,1.0,0.0,1.0
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2019-2020,7,7,A,active,43.48717948717949,12.352011970933905,43.14570324951983,20.55171614802469,3.0,0.0,3.0
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2020-2021,8,7,A,active,38.256410256410255,13.8805391005536,45.85367417274901,21.92379643714663,,,
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2021-2022,9,7,A,active,82.56410256410257,11.06867289100871,47.95175517063125,21.75350910907566,1.0,0.0,1.0
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2022-2023,10,7,A,active,65.64102564102564,12.060128260396734,54.15001094606785,25.20997286284857,1.0,0.0,1.0
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2023-2024,11,7,A,active,68.3076923076923,9.942343910223071,41.530458956399904,23.700161989468224,,,
0b8dca40-6354-4d3a-9c93-fb1d42e8a06d,2024-2025,12,7,A,active,82.46153846153847,9.90971387830131,47.78272337347488,20.30086245606456,1.0,0.0,1.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2019-2020,7,7,A,active,75.48717948717949,12.111047142505441,39.73854565023262,23.781755393747453,2.0,1.0,3.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2020-2021,8,7,A,active,69.12820512820512,13.137290210012043,47.21583715474951,21.1383733624627,2.0,1.0,3.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2021-2022,9,7,A,active,79.58974358974359,10.693623158140232,51.92156517475129,20.682871923823974,3.0,1.0,4.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2022-2023,10,7,A,active,58.76923076923077,11.89971591536524,52.58129021416589,17.80393321034633,2.0,1.0,3.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2023-2024,11,7,A,active,40.0,10.780098622730195,53.19754713131197,23.61598511250254,1.0,1.0,2.0
f628b27f-2ad8-48fa-a9c2-b19d2fd3827b,2024-2025,12,7,A,active,38.256410256410255,13.068076709290168,41.204595748264964,23.736004045474946,0.0,1.0,1.0
696b60ac-df8d-4081-98cb-9761056e89f6,2019-2020,7,7,A,active,77.12820512820512,10.541096235759918,54.02570465805189,23.1091703495621,1.0,1.0,2.0
696b60ac-df8d-4081-98cb-9761056e89f6,2020-2021,8,7,A,active,36.205128205128204,14.681136280381397,45.08752833246745,19.99403860964638,1.0,1.0,2.0
696b60ac-df8d-4081-98cb-9761056e89f6,2021-2022,9,7,A,active,25.743589743589745,12.201634810048478,62.622695424954294,21.32185129029184,1.0,1.0,2.0
696b60ac-df8d-4081-98cb-9761056e89f6,2022-2023,10,7,A,active,79.6923076923077,11.328013358028674,61.76381162615068,19.93770056189269,3.0,1.0,4.0
696b60ac-df8d-4081-98cb-9761056e89f6,2023-2024,11,7,A,active,55.07692307692308,16.11698126263857,48.5431446660945,25.80531098170992,1.0,1.0,2.0
696b60ac-df8d-4081-98cb-9761056e89f6,2024-2025,12,7,A,active,52.1025641025641,13.595267891506786,57.76295952830604,19.790314389902683,3.0,1.0,4.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2019-2020,7,7,A,active,67.07692307692308,17.006785975920593,52.68183266060986,20.804828727654805,2.0,3.0,5.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2020-2021,8,7,A,active,54.35897435897436,10.808104121900913,45.70808159377436,26.260065705251314,2.0,3.0,5.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2021-2022,9,7,A,active,70.87179487179488,11.124130923309037,59.00577411856482,25.733389033775456,2.0,3.0,5.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2022-2023,10,7,A,active,85.23076923076923,9.365281737582244,53.131440923841815,23.638801983131764,1.0,3.0,4.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2023-2024,11,7,A,active,71.28205128205128,13.576195727019906,50.54708517938224,22.76765634769114,0.0,3.0,3.0
6c93312a-0517-42a4-bb0c-e708d1a92c2b,2024-2025,12,7,A,active,42.256410256410255,12.44084518350309,50.35729198798631,27.269369005762854,1.0,3.0,4.0
baa42367-c613-4e21-bd73-b945a6850ba0,2019-2020,7,7,B,active,28.923076923076923,12.429558605417416,43.73450373860264,20.94032530282117,4.0,1.0,5.0
baa42367-c613-4e21-bd73-b945a6850ba0,2020-2021,8,7,B,active,40.205128205128204,11.892455563307191,61.441887612844845,22.195002503670683,1.0,1.0,2.0
baa42367-c613-4e21-bd73-b945a6850ba0,2021-2022,9,7,B,active,86.97435897435898,8.24457454612994,53.29028623580158,24.389008547346116,3.0,1.0,4.0
baa42367-c613-4e21-bd73-b945a6850ba0,2022-2023,10,7,B,active,47.282051282051285,11.889731788282733,41.73068953834781,20.61911223985144,5.0,1.0,6.0
baa42367-c613-4e21-bd73-b945a6850ba0,2023-2024,11,7,B,active,28.512820512820515,12.82036167252332,52.798624820609426,23.18152110795492,4.0,1.0,5.0
baa42367-c613-4e21-bd73-b945a6850ba0,2024-2025,12,7,B,active,61.84615384615385,11.195719251332443,35.98173525662771,28.547426525888962,3.0,1.0,4.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2019-2020,7,7,B,active,87.6923076923077,6.383176268226897,55.30906067562482,18.520744929456704,1.0,1.0,2.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2020-2021,8,7,B,active,63.794871794871796,12.241386847772404,55.89226488259537,26.897585702117784,2.0,1.0,3.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2021-2022,9,7,B,active,55.794871794871796,12.378205565002009,45.012026927117,20.626752262772165,2.0,1.0,3.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2022-2023,10,7,B,active,56.0,13.947269115833166,52.23711058753845,18.241517173369566,1.0,1.0,2.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2023-2024,11,7,B,active,53.23076923076923,11.757330386348988,43.3744404673169,21.88327011734232,2.0,1.0,3.0
c2882cc9-a299-4256-9cb6-0e5141bbd88f,2024-2025,12,7,B,active,40.41025641025641,11.780264380729832,46.74191441765402,22.22094144519373,0.0,1.0,1.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2019-2020,7,7,B,active,69.84615384615384,12.610643920156164,52.348796535780096,26.584719856599364,5.0,1.0,6.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2020-2021,8,7,B,active,32.0,11.607620001760186,46.02703849435828,24.482904620010668,0.0,1.0,1.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2021-2022,9,7,B,active,65.33333333333333,11.870647863606871,50.39803990741684,26.187644367984706,2.0,1.0,3.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2022-2023,10,7,B,active,87.8974358974359,6.584650699263327,46.28920433724739,28.176003330585694,0.0,1.0,1.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2023-2024,11,7,B,active,53.02564102564103,11.919659080887687,52.91516741692673,19.577761741362583,3.0,1.0,4.0
beae2e38-0c59-4063-a3ff-bcae1e0c94d2,2024-2025,12,7,B,active,78.66666666666667,11.024693177096713,46.702610622751564,21.506950907127987,1.0,1.0,2.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2019-2020,7,7,B,active,51.17948717948718,14.887069265273198,45.17952624537518,21.141653422768567,1.0,0.0,1.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2020-2021,8,7,B,active,61.53846153846154,12.298579622409449,45.54726023796478,22.975781852939814,3.0,0.0,3.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2021-2022,9,7,B,active,45.64102564102564,15.484265663275872,54.99691570253093,19.88689851015055,4.0,0.0,4.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2022-2023,10,7,B,active,68.71794871794872,13.388818425813614,55.636621734182555,26.56289878181012,4.0,0.0,4.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2023-2024,11,7,B,active,61.94871794871795,11.818693306410195,52.53535006843668,22.943512128220664,1.0,0.0,1.0
4170287a-1dba-4c06-b9a6-a4715d9aff04,2024-2025,12,7,B,active,66.05128205128206,12.64484233934036,50.61232609850073,24.151732129301934,5.0,0.0,5.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2019-2020,7,7,B,active,53.64102564102564,14.930518338883825,38.807179714697,24.955646920844668,4.0,0.0,4.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2020-2021,8,7,B,active,62.666666666666664,13.020900877017798,48.73451432123068,19.220193663840057,5.0,0.0,5.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2021-2022,9,7,B,active,84.61538461538461,9.155428026486698,52.09509684239474,28.15668555343771,3.0,0.0,3.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2022-2023,10,7,B,active,86.46153846153847,6.719359907822336,55.61146269554191,25.13024133688781,2.0,0.0,2.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2023-2024,11,7,B,active,85.94871794871794,8.602168386207593,50.3165646660823,26.829348387786723,1.0,0.0,1.0
23beb5c2-c86a-428a-85a3-9cb9fbe9c389,2024-2025,12,7,B,active,48.61538461538461,14.173019929680672,53.769881559049935,28.349657661551507,3.0,0.0,3.0
a2b8594d-fd49-436d-a030-0f6154787662,2019-2020,7,7,B,active,59.38461538461539,12.962730756440465,43.19720060986313,23.377319922922382,2.0,1.0,3.0
a2b8594d-fd49-436d-a030-0f6154787662,2020-2021,8,7,B,active,54.256410256410255,13.354908320475776,44.41793177454501,25.533513679511024,4.0,1.0,5.0
a2b8594d-fd49-436d-a030-0f6154787662,2021-2022,9,7,B,active,87.7948717948718,7.783854704584242,54.53730270456938,20.93235154844048,1.0,1.0,2.0
a2b8594d-fd49-436d-a030-0f6154787662,2022-2023,10,7,B,active,69.74358974358974,11.600176833311748,54.003355526797364,23.316529931022096,2.0,1.0,3.0
a2b8594d-fd49-436d-a030-0f6154787662,2023-2024,11,7,B,active,73.23076923076923,12.852322211756826,55.3521754384344,23.78454866174843,2.0,1.0,3.0
a2b8594d-fd49-436d-a030-0f6154787662,2024-2025,12,7,B,active,75.17948717948718,11.75824860497559,48.009142411123044,22.45858108132658,1.0,1.0,2.0
35e0c7e6-0068-452f-9972-3a2a509028dc,2019-2020,7,7,B,active,68.82051282051282,13.55470746519218,48.35393938908535,24.47340934302127,,,
35e0c7e6-0068-452f-9972-3a2a509028dc,2020-2021,8,7,B,active,41.02564102564103,12.539384647638435,44.09299676860218,20.160531945985884,3.0,0.0,3.0
35e0c7e6-0068-452f-9972-3a2a509028dc,2021-2022,9,7,B,active,52.82051282051282,14.91532556038251,49.460925798363576,24.496237533348737,2.0,0.0,2.0
35e0c7e6-0068-452f-9972-3a2a509028dc,2022-2023,10,7,B,active,73.64102564102564,9.998650381261145,48.66942592962979,24.45560302241496,1.0,0.0,1.0
35e0c7e6-0068-452f-9972-3a2a509028dc,2023-2024,11,7,B,active,80.1025641025641,13.626203224119081,60.90396119598198,23.71967756699766,1.0,0.0,1.0
35e0c7e6-0068-452f-9972-3a2a509028dc,2024-2025,12,7,B,active,65.43589743589743,11.840596695034714,48.508253988746,20.97454550254119,2.0,0.0,2.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2019-2020,7,7,B,active,69.64102564102564,11.340396306746165,50.7055386721793,22.05749262473088,3.0,1.0,4.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2020-2021,8,7,B,active,83.7948717948718,10.257678733975181,47.28067365766532,22.03127901355764,2.0,1.0,3.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2021-2022,9,7,B,active,68.51282051282051,13.492438028044479,44.63041834928547,24.26028619544078,3.0,1.0,4.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2022-2023,10,7,B,active,40.30769230769231,12.083381032061846,44.29045195462925,27.32066113557867,1.0,1.0,2.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2023-2024,11,7,B,active,34.256410256410255,13.78923674220309,55.2653830146031,23.697407130625987,0.0,1.0,1.0
f01d2976-14b0-47d4-ac0a-947335be7d1b,2024-2025,12,7,B,active,20.82051282051282,12.249321774719641,43.68894859032199,23.361074599082936,1.0,1.0,2.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2019-2020,7,7,B,active,73.43589743589743,11.946800654733496,47.74326620329889,23.62889966305127,3.0,0.0,3.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2020-2021,8,7,B,active,60.1025641025641,11.405896147895271,56.5754123090689,21.395972329593242,3.0,0.0,3.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2021-2022,9,7,B,active,62.46153846153846,11.111506965508074,50.84064907028354,20.876616555817428,3.0,0.0,3.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2022-2023,10,7,B,active,46.87179487179487,13.328204141632348,54.75050909213625,24.591231803782943,1.0,0.0,1.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2023-2024,11,7,B,active,59.07692307692308,14.838400778110215,68.22832215111532,25.243219469641677,2.0,0.0,2.0
4bd58e00-2fec-44cf-ac7b-2a2266414a38,2024-2025,12,7,B,active,52.51282051282051,13.739822635168329,66.17510613096033,24.547916718496257,1.0,0.0,1.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2019-2020,7,7,B,active,59.282051282051285,13.822081338337462,54.328453465151576,24.934192869244686,2.0,1.0,3.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2020-2021,8,7,B,active,86.25641025641026,9.483275996022378,44.855016040988,27.662403764319617,0.0,1.0,1.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2021-2022,9,7,B,active,71.48717948717949,11.094977040064938,67.75413938876058,21.886304695261114,2.0,1.0,3.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2022-2023,10,7,B,active,37.84615384615385,14.82092841317102,46.28844855111,23.564953054750728,3.0,1.0,4.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2023-2024,11,7,B,active,28.82051282051282,12.885879245927335,47.89261610686063,26.03654424205626,1.0,1.0,2.0
933d7bcf-2e25-4047-ba08-efb85aa23d02,2024-2025,12,7,B,active,43.794871794871796,13.105200830163588,59.942102773486894,25.391926841248182,0.0,1.0,1.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2019-2020,7,7,B,active,30.05128205128205,14.476748540783953,42.2668924113859,21.507284423296305,3.0,1.0,4.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2020-2021,8,7,B,active,63.794871794871796,10.092152989170108,57.69423705123393,22.92490291692804,4.0,1.0,5.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2021-2022,9,7,B,active,62.87179487179487,13.073032683190327,46.806159548178755,24.25661304741719,1.0,1.0,2.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2022-2023,10,7,B,active,72.82051282051282,15.277902506340734,53.7918152447883,27.49136938171103,2.0,1.0,3.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2023-2024,11,7,B,active,71.07692307692308,12.429558605417412,54.863323990321476,26.381742525951,0.0,1.0,1.0
3a6c9135-b811-45d7-8f13-96aff186fdd7,2024-2025,12,7,B,active,83.48717948717949,9.046289715946052,38.13732967354936,19.228117407747987,1.0,1.0,2.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2019-2020,7,7,B,active,57.84615384615385,13.1340025997979,44.322781592565995,21.584825896062522,3.0,1.0,4.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2020-2021,8,7,B,active,48.30769230769231,15.033565683695668,51.16952431410087,26.182610665716467,0.0,1.0,1.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2021-2022,9,7,B,active,63.282051282051285,12.71126462288825,57.24006618090001,19.44730050836209,0.0,1.0,1.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2022-2023,10,7,B,active,35.38461538461539,14.113478784509853,53.33291193050565,25.814602911792935,1.0,1.0,2.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2023-2024,11,7,B,active,74.87179487179488,11.532972153510872,53.60819829626025,20.165183371415733,2.0,1.0,3.0
19e7bb52-a242-408a-b54f-f0c82b5e8a78,2024-2025,12,7,B,active,55.58974358974359,10.614582691844145,61.66832927634281,21.383759343459584,0.0,1.0,1.0
